%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
254.0, 36163.46849959713, 36227.595654439414, -11262.66405137349, 1911.7670550068683, 6201.245629935936, 6537.304107821478, -5733.08834231953, 12579.58413119127, 1361.869437917404, -187500.02235174447, -2325.341382663415, -35872.024103644384, -187500.02235174447, -4295.491194187545, -6365.173323771158, -187500.02235174447, -0.003375, 0.93475, 0.21900000000000003, 192.0, 127.5, 120.0, 15.0, 16.0, 3.5, 0.0, 0.0, 0.0, 0.0, 1.707680965239699E9, 0.0, 2024-02-11 14:49:25.239
254.0, 36448.63205535794, 36461.26079097519, -11187.40572779247, 2036.0874576672863, 6322.481491861522, 6667.8382954404715, -5702.287638460117, 12786.605988336325, 1361.869437917404, -187500.02235174447, -2325.341382663415, -35872.024103644384, -187500.02235174447, -4295.491194187545, -6365.173323771158, -187500.02235174447, -0.003375, 0.93475, 0.21900000000000003, 192.0, 63.75, 60.0, 7.5, 8.0, 1.75, 0.0, 0.0, 0.0, 0.0, 1.7076809652397056E9, 0.0, 2024-02-11 14:49:25.239
254.0, 36152.024406436016, 36099.520158710504, -11365.258558423347, 1799.8295187746905, 6097.578239152222, 6420.493891298043, -5857.498151957769, 12491.47355454845, 1361.869437917404, -187500.02235174447, -2325.341382663415, -35872.024103644384, -187500.02235174447, -4295.491194187545, -6365.173323771158, -187500.02235174447, -6.875E-4, 0.946375, 0.22150000000000003, 192.0, 31.875, 38.0, 18.25, 124.0, 4.375, 0.0, 0.0, 0.0, 0.0, 1.7076809652397125E9, 0.0, 2024-02-11 14:49:25.239
254.0, 36146.05649066645, 36246.79580292652, -11272.85644684511, 1902.4016740800946, 6203.570211359288, 6552.72681149564, -5752.735525695744, 12587.943683617556, 1361.869437917404, -187500.02235174447, -2325.341382663415, -35872.024103644384, -187500.02235174447, -4295.491194187545, -6365.173323771158, -187500.02235174447, -6.875E-4, 0.946375, 0.22150000000000003, 192.0, 15.9375, 19.0, 9.125, 62.0, 2.1875, 0.0, 0.0, 0.0, 0.0, 1.7076809652397196E9, 0.0, 2024-02-11 14:49:25.239
254.0, 36101.196539544646, 36121.00018513205, -11354.216796662426, 1799.2483734188527, 6101.422739198535, 6440.833978752373, -5849.451523953859, 12398.356187147641, 1361.869437917404, -187500.02235174447, -2325.341382663415, -35872.024103644384, -187500.02235174447, -4295.491194187545, -6365.173323771158, -187500.02235174447, -6.875E-4, 0.946375, 0.22150000000000003, 192.0, 7.96875, 9.5, 4.5625, 31.0, 1.09375, 0.0, 0.0, 0.0, 0.0, 1.7076809652397263E9, 0.0, 2024-02-11 14:49:25.239
254.0, 36472.213145758295, 36441.74771806571, -11194.826506951631, 2033.315841354828, 6315.150119680181, 6651.36505977691, -5721.666600902868, 12859.964413638641, 1361.869437917404, -187500.02235174447, -2325.341382663415, -35872.024103644384, -187500.02235174447, -4295.491194187545, -6365.173323771158, -187500.02235174447, -6.875E-4, 0.946375, 0.22150000000000003, 192.0, 3.984375, 4.75, 2.28125, 15.5, 0.546875, 0.0, 0.0, 0.0, 0.0, 1.7076809652817888E9, 0.0, 2024-02-11 14:49:25.281
254.0, 36194.00098252308, 36237.855105144394, -11262.12760950656, 1915.5668515642706, 6202.966714258995, 6539.695744478196, -5765.073688635074, 12675.070783504341, 1361.869437917404, -187500.02235174447, -2325.341382663415, -35872.024103644384, -187500.02235174447, -4295.491194187545, -6365.173323771158, -187500.02235174447, -6.875E-4, 0.946375, 0.22150000000000003, 192.0, 1.9921875, 2.375, 1.140625, 7.75, 0.2734375, 0.0, 0.0, 0.0, 0.0, 1.7076809652818313E9, 0.0, 2024-02-11 14:49:25.281
254.0, 36124.755278200544, 36119.18969383117, -11352.898043739564, 1805.395103144062, 6103.032064799317, 6437.727086273085, -5830.34078244457, 12465.389068769106, 1361.869437917404, -187500.02235174447, -2325.341382663415, -35872.024103644384, -187500.02235174447, -4295.491194187545, -6365.173323771158, -187500.02235174447, -6.875E-4, 0.946375, 0.22150000000000003, 192.0, 0.99609375, 1.1875, 0.5703125, 3.875, 0.13671875, 0.0, 0.0, 0.0, 0.0, 1.7076809652818415E9, 0.0, 2024-02-11 14:49:25.281
72.0, 36441.233627943235, 35932.3291101848, -11436.985306380428, 1759.1269921215764, 6006.986618874863, 6284.260008842946, -5906.157899636973, 14356.41370492145, 1329.3476497349322, -187500.02235174447, -2357.527894679057, -35930.96565377303, -187500.02235174447, -4324.034371856973, -6328.158834953169, -187500.02235174447, -6.875E-4, 0.946375, 0.22150000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.707680965708214E9, 0.0, 2024-02-11 14:49:25.708
72.0, 36371.33972303149, 35848.10773707721, -11549.951022857551, 1625.0835806231, 5881.347463291581, 6193.17665018757, -5994.559048957712, 18223.533716623035, 1329.3476497349322, -187500.02235174447, -2357.527894679057, -35930.96565377303, -187500.02235174447, -4324.034371856973, -6328.158834953169, -187500.02235174447, -6.875E-4, 0.946375, 0.22150000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.707680965708238E9, 0.0, 2024-02-11 14:49:25.708
72.0, 36392.05979014156, 35983.201680565086, -11398.786175106308, 1787.0666726907102, 6050.080782184695, 6341.659288604175, -5864.87422762802, 14122.79327187458, 1329.3476497349322, -187500.02235174447, -2357.527894679057, -35930.96565377303, -187500.02235174447, -4324.034371856973, -6328.158834953169, -187500.02235174447, -6.875E-4, 0.946375, 0.22150000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7076809657082474E9, 0.0, 2024-02-11 14:49:25.708
