%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
68.0, 36459.45029967431, 36238.637416200334, -11198.73806223131, 1759.4175647994955, 6186.582885573254, 6479.748365849062, -5766.146572368929, 12740.606098247303, 1707.203889751898, -187500.02235174447, -1917.7349707764354, -35775.86689899766, -187500.02235174447, -4125.0144392269185, -6275.6769389721085, -187500.02235174447, -0.006859375, 0.95846875, 0.243390625, 192.0, 31.875, 22.0, 3.625, 28.0, 0.875, 20.0, 0.0, 0.0, 0.0, 1.707680969806261E9, 0.0, 2024-02-11 14:49:29.806
68.0, 36225.89692186081, 36320.04246950656, -11133.336857955082, 1805.7974345442576, 6253.168732305615, 6570.541151826519, -5707.22737398474, 11842.602413010885, 1707.203889751898, -187500.02235174447, -1917.7349707764354, -35775.86689899766, -187500.02235174447, -4125.0144392269185, -6275.6769389721085, -187500.02235174447, -0.006859375, 0.95846875, 0.243390625, 192.0, 15.9375, 11.0, 1.8125, 14.0, 0.4375, 10.0, 0.0, 0.0, 0.0, 1.7076809698062725E9, 0.0, 2024-02-11 14:49:29.806
68.0, 36182.6909998287, 36216.86681710086, -11205.264771612261, 1770.9957684273445, 6183.69951053852, 6491.371272965822, -5735.770551654166, 11985.89944671386, 1707.203889751898, -187500.02235174447, -1917.7349707764354, -35775.86689899766, -187500.02235174447, -4125.0144392269185, -6275.6769389721085, -187500.02235174447, -0.006859375, 0.95846875, 0.243390625, 192.0, 7.96875, 5.5, 0.90625, 7.0, 0.21875, 5.0, 0.0, 0.0, 0.0, 1.707680969822372E9, 0.0, 2024-02-11 14:49:29.822
68.0, 36380.68275221381, 36259.60335249941, -11178.107402099062, 1765.5195910357943, 6207.571173616788, 6504.402339983266, -5750.992089628231, 12384.475753840894, 1707.203889751898, -187500.02235174447, -1917.7349707764354, -35775.86689899766, -187500.02235174447, -4125.0144392269185, -6275.6769389721085, -187500.02235174447, -0.006859375, 0.95846875, 0.243390625, 192.0, 3.984375, 2.75, 0.453125, 3.5, 0.109375, 2.5, 0.0, 0.0, 0.0, 1.7076809698382337E9, 0.0, 2024-02-11 14:49:29.838
194.0, 36319.95306252874, 36280.97162019868, -11175.581654975613, 1762.2785880897748, 6216.9142027991065, 6528.117540850347, -5741.358487767993, 12208.500469744262, 1341.328184762977, -187500.02235174447, -2235.2862042529828, -36149.05162442346, -187500.02235174447, -4516.080560216971, -6565.154381412791, -187500.02235174447, -0.006859375, 0.95846875, 0.243390625, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.707680970053624E9, 0.0, 2024-02-11 14:49:30.053
194.0, 36200.7959128375, 36316.28737643807, -11154.883939609997, 1792.364036126618, 6243.199854278548, 6565.891988979815, -5697.973751780242, 11805.744386404085, 1341.328184762977, -187500.02235174447, -2235.2862042529828, -36149.05162442346, -187500.02235174447, -4516.080560216971, -6565.154381412791, -187500.02235174447, -0.006859375, 0.95846875, 0.243390625, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7076809700536463E9, 0.0, 2024-02-11 14:49:30.053
194.0, 36317.069687494004, 36278.84820447543, -11170.083125839607, 1763.820858457191, 6219.9093365561175, 6527.782264683517, -5735.614089442979, 12152.934033028369, 1341.328184762977, -187500.02235174447, -2235.2862042529828, -36149.05162442346, -187500.02235174447, -4516.080560216971, -6565.154381412791, -187500.02235174447, -0.006859375, 0.95846875, 0.243390625, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7076809700536544E9, 0.0, 2024-02-11 14:49:30.053
194.0, 36240.47025924567, 36287.431274346265, -11198.626303509034, 1743.592529725138, 6239.556519932333, 6553.754991740584, -5745.426505258859, 12575.113782300208, 1341.328184762977, -187500.02235174447, -2235.2862042529828, -36149.05162442346, -187500.02235174447, -4516.080560216971, -6565.154381412791, -187500.02235174447, -0.006859375, 0.95846875, 0.243390625, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7076809701006186E9, 0.0, 2024-02-11 14:49:30.100
194.0, 36565.24110618128, 36139.90976094124, -11292.146002310039, 1669.8764765115354, 6096.840631585197, 6378.852591377806, -5886.331902305115, 13865.681155405184, 1341.328184762977, -187500.02235174447, -2235.2862042529828, -36149.05162442346, -187500.02235174447, -4516.080560216971, -6565.154381412791, -187500.02235174447, -0.006859375, 0.95846875, 0.243390625, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7076809701006649E9, 0.0, 2024-02-11 14:49:30.100
194.0, 36163.17792691921, 36302.16107394231, -11165.903349626464, 1766.2571986028195, 6239.735333887975, 6555.185503385724, -5750.880330905954, 12652.115541948742, 1341.328184762977, -187500.02235174447, -2235.2862042529828, -36149.05162442346, -187500.02235174447, -4516.080560216971, -6565.154381412791, -187500.02235174447, -0.006859375, 0.95846875, 0.243390625, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7076809701006744E9, 0.0, 2024-02-11 14:49:30.100
194.0, 36210.116590275364, 36298.60714657392, -11194.066547640152, 1740.753858179314, 6244.585662434776, 6565.10967792388, -5741.269080790172, 12528.666857322081, 1341.328184762977, -187500.02235174447, -2235.2862042529828, -36149.05162442346, -187500.02235174447, -4516.080560216971, -6565.154381412791, -187500.02235174447, -0.006859375, 0.95846875, 0.243390625, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.707680970100682E9, 0.0, 2024-02-11 14:49:30.100
194.0, 36213.178779265734, 36279.58581204245, -11177.570960232135, 1772.4262800724841, 6205.805385804819, 6524.295392548489, -5730.674353918356, 11757.196397447158, 1341.328184762977, -187500.02235174447, -2235.2862042529828, -36149.05162442346, -187500.02235174447, -4516.080560216971, -6565.154381412791, -187500.02235174447, -0.006859375, 0.95846875, 0.243390625, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.707680970100688E9, 0.0, 2024-02-11 14:49:30.100
194.0, 36612.55974919316, 36162.037987952, -11265.94975780842, 1698.6655233699707, 6130.837634901719, 6408.513356269998, -5855.687660656889, 13506.153345841569, 1341.328184762977, -187500.02235174447, -2235.2862042529828, -36149.05162442346, -187500.02235174447, -4516.080560216971, -6565.154381412791, -187500.02235174447, -0.006859375, 0.95846875, 0.243390625, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7076809701006944E9, 0.0, 2024-02-11 14:49:30.100
194.0, 36224.62287242685, 36288.43710284676, -11194.826506951631, 1738.3622215225962, 6242.506950200433, 6559.141762154313, -5748.242825060228, 12566.351898473727, 1341.328184762977, -187500.02235174447, -2235.2862042529828, -36149.05162442346, -187500.02235174447, -4516.080560216971, -6565.154381412791, -187500.02235174447, -0.0064296875, 0.959234375, 0.2476953125, 192.0, 127.5, 104.0, 15.0, 0.0, 3.5, 112.0, 0.0, 0.0, 0.0, 1.7076809701007E9, 0.0, 2024-02-11 14:49:30.100
194.0, 36583.39072267899, 36185.440264396704, -11235.059646971184, 1735.6353086990487, 6149.5907484997215, 6429.501644313532, -5812.213517691317, 13259.52419752171, 1341.328184762977, -187500.02235174447, -2235.2862042529828, -36149.05162442346, -187500.02235174447, -4516.080560216971, -6565.154381412791, -187500.02235174447, -0.0064296875, 0.959234375, 0.2476953125, 192.0, 63.75, 52.0, 7.5, 0.0, 1.75, 56.0, 0.0, 0.0, 0.0, 1.7076809701007056E9, 0.0, 2024-02-11 14:49:30.100
194.0, 36218.297328746004, 36283.385608599856, -11184.075317868628, 1763.1950096124424, 6241.501121699944, 6555.163151641268, -5725.734618393733, 12431.392065452585, 1341.328184762977, -187500.02235174447, -2235.2862042529828, -36149.05162442346, -187500.02235174447, -4516.080560216971, -6565.154381412791, -187500.02235174447, -0.0064296875, 0.959234375, 0.2476953125, 192.0, 31.875, 26.0, 3.75, 0.0, 0.875, 28.0, 0.0, 0.0, 0.0, 1.7076809701007133E9, 0.0, 2024-02-11 14:49:30.100
194.0, 36175.47138636964, 36266.19711711373, -11199.922704687442, 1723.6100701820935, 6200.485670624455, 6527.849319916883, -5773.634406761456, 12873.174294611728, 1341.328184762977, -187500.02235174447, -2235.2862042529828, -36149.05162442346, -187500.02235174447, -4516.080560216971, -6565.154381412791, -187500.02235174447, -0.00521484375, 0.9586171875, 0.24984765625, 192.0, 143.4375, 125.0, 16.375, 120.0, 3.9375, 126.0, 0.0, 0.0, 0.0, 1.707680970100719E9, 0.0, 2024-02-11 14:49:30.100
194.0, 36220.08546830243, 36286.33603886796, -11194.893562184998, 1744.978337881367, 6232.359258217723, 6549.955195183182, -5715.765740366667, 12450.167530795043, 1341.328184762977, -187500.02235174447, -2235.2862042529828, -36149.05162442346, -187500.02235174447, -4516.080560216971, -6565.154381412791, -187500.02235174447, -0.00521484375, 0.9586171875, 0.24984765625, 192.0, 71.71875, 62.5, 8.1875, 60.0, 1.96875, 63.0, 0.0, 0.0, 0.0, 1.7076809701007252E9, 0.0, 2024-02-11 14:49:30.100
204.0, 36234.77056440956, 36276.63538177435, -11181.504867256268, 1766.458364302917, 6239.601223421243, 6539.807503200473, -5739.123313322462, 12490.624188259148, 1454.9421018293026, -187500.02235174447, -2139.3972205397154, -36039.34926263682, -187500.02235174447, -4392.721282568131, -6479.278979215501, -187500.02235174447, -0.00521484375, 0.9586171875, 0.24984765625, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7076809701487236E9, 0.0, 2024-02-11 14:49:30.148
204.0, 36183.897994029285, 36283.18444289976, -11194.35712031807, 1725.6217271830712, 6241.791694377863, 6555.274910363545, -5755.931825152854, 12537.42874114856, 1454.9421018293026, -187500.02235174447, -2139.3972205397154, -36039.34926263682, -187500.02235174447, -4392.721282568131, -6479.278979215501, -187500.02235174447, -0.00521484375, 0.9586171875, 0.24984765625, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.707680970180752E9, 0.0, 2024-02-11 14:49:30.180
202.0, 36169.65993281126, 36266.308875836, -11209.846879225599, 1704.9240118174569, 6188.996873974428, 6523.334267536911, -5761.743278711233, 12985.692976199743, 1402.8178337595266, -187500.02235174447, -2174.958845968109, -36088.14312078275, -187500.02235174447, -4435.636631922321, -6508.71622666314, -187500.02235174447, -0.012, 0.9580000000000001, 0.248, 192.0, 127.5, 80.0, 14.5, 120.0, 3.5, 96.0, 0.0, 0.0, 0.0, 1.7076809702397823E9, 0.0, 2024-02-11 14:49:30.239
202.0, 36224.6005206824, 36294.18150117177, -11180.54374224469, 1755.2154368418976, 6244.451551968044, 6548.435276560221, -5723.566499181569, 12495.340406339217, 1402.8178337595266, -187500.02235174447, -2174.958845968109, -36088.14312078275, -187500.02235174447, -4435.636631922321, -6508.71622666314, -187500.02235174447, -0.007, 0.9630000000000001, 0.252, 192.0, 191.25, 160.0, 22.25, 92.0, 5.75, 48.0, 0.0, 0.0, 0.0, 1.7076809702398033E9, 0.0, 2024-02-11 14:49:30.239
202.0, 36186.691962086195, 36293.04156220455, -11190.982006905318, 1732.6401749420377, 6244.965642090517, 6554.0232126740475, -5765.90070317992, 12586.691985928057, 1402.8178337595266, -187500.02235174447, -2174.958845968109, -36088.14312078275, -187500.02235174447, -4435.636631922321, -6508.71622666314, -187500.02235174447, -0.007, 0.9630000000000001, 0.252, 192.0, 95.625, 80.0, 11.125, 46.0, 2.875, 24.0, 0.0, 0.0, 0.0, 1.7076809702398117E9, 0.0, 2024-02-11 14:49:30.239
202.0, 36242.66073020229, 36290.292297636544, -11174.464067752848, 1767.39713757004, 6251.112371815726, 6549.955195183182, -5728.6626969173785, 12531.550232356816, 1402.8178337595266, -187500.02235174447, -2174.958845968109, -36088.14312078275, -187500.02235174447, -4435.636631922321, -6508.71622666314, -187500.02235174447, -0.007, 0.9630000000000001, 0.252, 192.0, 47.8125, 40.0, 5.5625, 23.0, 1.4375, 12.0, 0.0, 0.0, 0.0, 1.7076809702398174E9, 0.0, 2024-02-11 14:49:30.239
202.0, 36182.19926145068, 36252.69666346272, -11223.056760198684, 1694.2845814567306, 6172.121306910671, 6505.966962095137, -5798.109566940018, 13124.296143567104, 1402.8178337595266, -187500.02235174447, -2174.958845968109, -36088.14312078275, -187500.02235174447, -4435.636631922321, -6508.71622666314, -187500.02235174447, -0.007, 0.9630000000000001, 0.252, 192.0, 23.90625, 20.0, 2.78125, 11.5, 0.71875, 6.0, 0.0, 0.0, 0.0, 1.7076809702398229E9, 0.0, 2024-02-11 14:49:30.239
202.0, 36280.36812309839, 36225.002852082594, -11229.918745746463, 1701.1912704934205, 6166.242798118926, 6479.480144915598, -5809.285439167672, 13732.62122066274, 1402.8178337595266, -187500.02235174447, -2174.958845968109, -36088.14312078275, -187500.02235174447, -4435.636631922321, -6508.71622666314, -187500.02235174447, -0.007, 0.9630000000000001, 0.252, 192.0, 11.953125, 10.0, 1.390625, 5.75, 0.359375, 3.0, 0.0, 0.0, 0.0, 1.7076809702398283E9, 0.0, 2024-02-11 14:49:30.239
202.0, 36162.373264118825, 36295.03086746107, -11189.21621909335, 1732.371954008574, 6239.176540276592, 6551.095134150402, -5759.239883332239, 12573.035070065866, 1402.8178337595266, -187500.02235174447, -2174.958845968109, -36088.14312078275, -187500.02235174447, -4435.636631922321, -6508.71622666314, -187500.02235174447, -0.0085, 0.9585000000000001, 0.248, 192.0, 133.4765625, 93.0, 15.1953125, 106.875, 3.6796875, 81.5, 0.0, 0.0, 0.0, 1.7076809702398343E9, 0.0, 2024-02-11 14:49:30.239
202.0, 36210.00483155309, 36308.77719030109, -11172.184189818405, 1761.8762566895791, 6256.85677014074, 6567.411907602776, -5707.428539684837, 12499.877810463646, 1402.8178337595266, -187500.02235174447, -2174.958845968109, -36088.14312078275, -187500.02235174447, -4435.636631922321, -6508.71622666314, -187500.02235174447, -0.0085, 0.9585000000000001, 0.248, 192.0, 66.73828125, 46.5, 7.59765625, 53.4375, 1.83984375, 40.75, 0.0, 0.0, 0.0, 1.7076809702398396E9, 0.0, 2024-02-11 14:49:30.239
202.0, 36227.997985839604, 36304.083323965475, -11183.963559146352, 1759.8422479441463, 6248.720735159009, 6580.44297462022, -5721.666600902868, 12405.151117462054, 1402.8178337595266, -187500.02235174447, -2174.958845968109, -36088.14312078275, -187500.02235174447, -4435.636631922321, -6508.71622666314, -187500.02235174447, -0.0085, 0.9585000000000001, 0.248, 192.0, 33.369140625, 23.25, 3.798828125, 26.71875, 0.919921875, 20.375, 0.0, 0.0, 0.0, 1.7076809702558513E9, 0.0, 2024-02-11 14:49:30.255
12.0, 36213.178779265734, 36285.64313478984, -11198.64865525349, 1745.3583175371073, 6232.85099659574, 6555.856055719382, -5714.625801399446, 12425.759425849847, 1717.2621747567864, -187500.02235174447, -1897.3054763442847, -35804.83475981173, -187500.02235174447, -4158.050317531863, -6256.454438740545, -187500.02235174447, -0.0085, 0.9585000000000001, 0.248, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7076809705212352E9, 0.0, 2024-02-11 14:49:30.521
14.0, 36336.35924295893, 36245.633512214845, -11181.706032956366, 1743.1231430915766, 6227.240708737459, 6531.827930429928, -5739.927976122854, 11953.332955042477, 1751.1250676065765, -187500.02235174447, -1894.7573774763798, -35793.34596316171, -187500.02235174447, -4150.674241861611, -6275.922808161117, -187500.02235174447, -0.0085, 0.9585000000000001, 0.248, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.707680970521263E9, 0.0, 2024-02-11 14:49:30.521
18.0, 36218.163218279275, 36310.5206263686, -11170.26193979525, 1772.6497975170373, 6259.248406797458, 6584.890971766827, -5711.496557175703, 12363.845093708647, 1735.076515087666, -187500.02235174447, -1900.0100374233768, -35797.9504225195, -187500.02235174447, -4146.829741815298, -6267.071517356815, -187500.02235174447, -0.0085, 0.9585000000000001, 0.248, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.707680970521272E9, 0.0, 2024-02-11 14:49:30.521
18.0, 36306.36320189991, 36249.52271575007, -11194.535934273712, 1739.4574570009063, 6233.745066373953, 6537.348811310389, -5732.104865563496, 11784.040842537981, 1735.076515087666, -187500.02235174447, -1900.0100374233768, -35797.9504225195, -187500.02235174447, -4146.829741815298, -6267.071517356815, -187500.02235174447, -0.0085, 0.9585000000000001, 0.248, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7076809705212789E9, 0.0, 2024-02-11 14:49:30.521
18.0, 36242.414861013276, 36259.51394552159, -11185.68464346941, 1739.3904017675402, 6236.337868730769, 6543.674354991241, -5736.1728830543625, 11546.844130378262, 1735.076515087666, -187500.02235174447, -1900.0100374233768, -35797.9504225195, -187500.02235174447, -4146.829741815298, -6267.071517356815, -187500.02235174447, -0.0085, 0.9585000000000001, 0.248, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7076809705212853E9, 0.0, 2024-02-11 14:49:30.521
74.0, 36149.230438379105, 36297.80248377353, -11165.053983337162, 1755.1483816085317, 6258.510799230433, 6578.54307634152, -5693.056368000075, 12183.488867698774, 1855.7982868907795, -187500.02235174447, -1761.853904945124, -35699.1780637715, -187500.02235174447, -4000.738740055411, -6072.007843495351, -187500.02235174447, -0.01, 0.9580000000000001, 0.25, 192.0, 127.5, 88.0, 14.5, 120.0, 3.5, 104.0, 0.0, 0.0, 0.0, 1.707680970521295E9, 0.0, 2024-02-11 14:49:30.521
50.0, 36056.62716110077, 36391.746865719186, -11088.588665555557, 1807.78673980078, 6320.358076138267, 6673.202714109745, -5626.694038712268, 11597.135555402703, 1801.7741205423024, -187500.02235174447, -1839.883844838601, -35725.419011762024, -187500.02235174447, -4091.2186016104943, -6263.361127777234, -187500.02235174447, -0.006, 0.9520000000000001, 0.256, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.707680970521316E9, 0.0, 2024-02-11 14:49:30.521
66.0, 36024.731221763046, 36410.29881361709, -11063.487656532247, 1839.2803477383077, 6357.7972481009065, 6709.211374427245, -5582.77286085759, 11415.5946869367, 2011.8805184221887, -187500.02235174447, -1617.6851532083933, -35525.8849890095, -187500.02235174447, -3889.739977090356, -6080.367395921636, -187500.02235174447, -0.006, 0.9520000000000001, 0.256, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7076809705213232E9, 0.0, 2024-02-11 14:49:30.521
58.0, 36390.45046454078, 36242.303102291, -11191.004358649774, 1728.9744888513671, 6219.596412133743, 6528.564575739453, -5745.873540147965, 12350.791674946748, 1961.3655759531948, -187500.02235174447, -1740.2844715457527, -35596.315335788175, -187500.02235174447, -3981.1362601681067, -6267.898531901662, -187500.02235174447, -0.006, 0.9520000000000001, 0.256, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.707680970521332E9, 0.0, 2024-02-11 14:49:30.521
60.0, 35991.516529502456, 36435.82450578505, -11029.691818915822, 1877.2559615678742, 6404.355931801311, 6738.067476519046, -5548.127656951864, 11060.224301841772, 2016.708495224535, -187500.02235174447, -1675.3750056475408, -35525.0356227202, -187500.02235174447, -3931.49303573287, -6241.90345310014, -187500.02235174447, -0.006, 0.9520000000000001, 0.256, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7076809705213394E9, 0.0, 2024-02-11 14:49:30.521
60.0, 36398.63120301142, 36237.49747723311, -11205.398882078993, 1727.9016051175124, 6222.770359846397, 6521.412017513754, -5762.145610111429, 12216.61415298154, 2016.708495224535, -187500.02235174447, -1675.3750056475408, -35525.0356227202, -187500.02235174447, -3931.49303573287, -6241.90345310014, -187500.02235174447, -0.006, 0.9550000000000001, 0.247, 192.0, 127.5, 104.0, 14.5, 120.0, 3.5, 56.0, 0.0, 0.0, 0.0, 1.707680970521345E9, 0.0, 2024-02-11 14:49:30.521
86.0, 36436.74092730772, 36219.057288057484, -11215.546574061702, 1717.9774305793562, 6203.100824725727, 6508.537412707497, -5774.2155521172945, 12597.800802922346, 1668.4236131219404, -187500.02235174447, -1925.2898604023292, -35873.00758040042, -187500.02235174447, -4198.864602907253, -6147.802608943297, -187500.02235174447, -0.006, 0.9550000000000001, 0.247, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.707680970521352E9, 0.0, 2024-02-11 14:49:30.521
90.0, 36507.372439786486, 36179.293534671495, -11236.266641171771, 1709.953154319901, 6170.869609221174, 6476.0156245250255, -5787.38072960147, 13063.54410213758, 1569.8524200740362, -187500.02235174447, -1984.4772797199823, -35938.56524688783, -187500.02235174447, -4268.937321774641, -6176.904580224107, -187500.02235174447, -0.006, 0.9550000000000001, 0.247, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7076809705213618E9, 0.0, 2024-02-11 14:49:30.521
92.0, 36506.187797330356, 36174.890241013796, -11250.348240178615, 1694.0387122677223, 6160.923082938562, 6471.657034356241, -5795.740282027756, 13256.618470742522, 1496.3598843049865, -187500.02235174447, -2052.7618590309453, -36012.5495210349, -187500.02235174447, -4326.560118980422, -6213.650848108631, -187500.02235174447, -0.004, 0.9565000000000001, 0.2435, 192.0, 127.5, 120.0, 14.5, 120.0, 3.5, 64.0, 0.0, 0.0, 0.0, 1.7076809705213692E9, 0.0, 2024-02-11 14:49:30.521
94.0, 36555.2275246653, 36171.89510725679, -11250.862330301086, 1703.694665872415, 6162.308891094791, 6464.504476130543, -5813.822843292099, 13498.553752726764, 1484.1334800879335, -187500.02235174447, -2083.2496384679844, -36031.436745099636, -187500.02235174447, -4354.253930360547, -6255.515665473422, -187500.02235174447, -0.004, 0.9565000000000001, 0.2435, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7076809705213764E9, 0.0, 2024-02-11 14:49:30.521
96.0, 36580.01560926624, 36178.75709280457, -11258.03724027124, 1695.5809826351385, 6163.895864951118, 6465.934987775682, -5781.613979532001, 13727.23445024901, 1462.9216745998472, -187500.02235174447, -2129.003659367998, -36085.95264982613, -187500.02235174447, -4401.1925937166925, -6275.4981250164665, -187500.02235174447, -0.004, 0.9565000000000001, 0.2435, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7076809705213835E9, 0.0, 2024-02-11 14:49:30.521
98.0, 36647.07084263216, 36165.90483974276, -11255.511493147791, 1713.0376950547334, 6165.326376596257, 6456.65901382673, -5846.814018108132, 14050.843006472947, 1401.6555430478506, -187500.02235174447, -2158.5079620490033, -36112.90885363923, -187500.02235174447, -4434.094361554904, -6288.752709478464, -187500.02235174447, -0.004, 0.9565000000000001, 0.2435, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.707680970521391E9, 0.0, 2024-02-11 14:49:30.521
100.0, 36660.63835151653, 36160.49571758458, -11267.827304342665, 1694.0834157566328, 6156.475085791956, 6452.859217269328, -5862.974329349319, 14313.96774220082, 1345.418553998298, -187500.02235174447, -2206.899488794743, -36171.26925841204, -187500.02235174447, -4469.991263150127, -6298.363959594245, -187500.02235174447, -0.004, 0.9565000000000001, 0.2435, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.707680970521398E9, 0.0, 2024-02-11 14:49:30.521
102.0, 36671.34483711062, 36163.60261006387, -11265.994461297329, 1699.3807791925406, 6157.480914292445, 6454.535598103475, -5851.306718743649, 14541.910832156043, 1330.1523125353233, -187500.02235174447, -2242.8857973677873, -36198.53838664751, -187500.02235174447, -4502.133071676859, -6361.418230702667, -187500.02235174447, -0.005, 0.9572500000000002, 0.23975000000000002, 192.0, 127.5, 104.0, 14.5, 120.0, 3.5, 48.0, 0.0, 0.0, 0.0, 1.7076809705214057E9, 0.0, 2024-02-11 14:49:30.521
104.0, 36650.334197322634, 36178.42181663773, -11266.217978741883, 1686.4391191529178, 6153.971690412962, 6459.609444094831, -5837.4262854369035, 14704.162145157117, 1282.744262545617, -187500.02235174447, -2266.9139226572424, -36229.87553237385, -187500.02235174447, -4526.787045811063, -6379.411384989189, -187500.02235174447, -0.005, 0.9572500000000002, 0.23975000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.707680970521413E9, 0.0, 2024-02-11 14:49:30.521
108.0, 36610.81631312565, 36173.839709024396, -11273.839923601143, 1676.559648103672, 6150.350707811202, 6460.65997608423, -5819.209613705828, 14916.280200037982, 1267.522724571553, -187500.02235174447, -2291.3220276024376, -36251.26615181758, -187500.02235174447, -4569.568284698521, -6432.943812959649, -187500.02235174447, -0.005, 0.9572500000000002, 0.23975000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.707680970521422E9, 0.0, 2024-02-11 14:49:30.521
110.0, 36567.006893993246, 36197.465502913656, -11239.060609228685, 1696.6762181134486, 6165.974577185461, 6482.363519950333, -5821.221270706806, 14901.975083586585, 1274.5411723305194, -187500.02235174447, -2305.7389027761105, -36248.65099771631, -187500.02235174447, -4580.073604592515, -6503.1282905493135, -187500.02235174447, -0.005, 0.9572500000000002, 0.23975000000000002, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7076809705214293E9, 0.0, 2024-02-11 14:49:30.521
112.0, 36530.84177146456, 36201.42176168224, -11235.976068493852, 1691.9376482889234, 6164.9687486849725, 6483.7046246176515, -5771.488639293747, 14892.788516615454, 1304.224288967167, -187500.02235174447, -2283.275399598527, -36225.136962549324, -187500.02235174447, -4555.911368836328, -6487.727938619607, -187500.02235174447, -0.0055, 0.9616250000000001, 0.238875, 192.0, 127.5, 104.0, 15.0, 24.0, 3.5, 56.0, 0.0, 0.0, 0.0, 1.7076809705214365E9, 0.0, 2024-02-11 14:49:30.521
114.0, 36486.250041276224, 36212.441171698716, -11222.542670076213, 1707.695628129915, 6179.452679092012, 6498.121499791325, -5775.199028873329, 14836.439768843624, 1310.2816117145553, -187500.02235174447, -2285.9129054442533, -36225.51694220507, -187500.02235174447, -4558.660633404331, -6539.695744478196, -187500.02235174447, -0.0055, 0.9616250000000001, 0.238875, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7076809705214436E9, 0.0, 2024-02-11 14:49:30.521
